qb,rb,wr,te,ol,shotgun,backFormation,receiverFormation,formationCode,wide_left,slot_left,tight_left,tight_right,slot_right,wide_right,hash,noHuddle,wr_motion,rb_motion,te_motion,personnel,heavy,empty_backfield,rb_split,te_split,special,receivers_on_short_side,spread_index,te_spread_index,rb_spread_index,heavy_index,te_heavy_index,tight_balance,spread_balance,motion_load,fake_empty,empty_backfield_on_hash,wr_motion_toward_short_side,te_motion_toward_short_side,wr_compressed,noHuddle_spread_index,shotgun_when_spread,wr_spread_index,false_heavy,noHuddle_heavy_index,rb_heavy_index,spread_and_heavy,shotgun_when_heavy,spread_versus_tight_balance,motion_and_balance,motion_and_spread,te_split_balance,motion_heaviness_ratio,motion_spread_ratio,formation_entropy,empty_zones_on_wide_side,field_mismatch,motion_and_tight,has_twins,has_trips,has_quads,has_tight_slot,is_all_tight,is_goal_line,is_fake_or_aborted_fg_or_punt,empty_back,split_backs,Iform,full_house_backfield,singleback,pistol,wildcat,wing,shotgun_rb,sniffer,has_bunch,receivers_left,receivers_receivers,receivers_right
1,1,3,1,5,True,21,4,011020,0.0,1.0,1.0,0.0,2.0,0.0,3,False,True,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,-1.0,0.0,1,False,False,2.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,-0.0,0.0,3.0,0.0,2,3.0,4.0,1,-0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0
1,1,4,0,5,True,22,7,300001,3.0,0.0,0.0,0.0,0.0,1.0,3,True,False,False,False,10,False,False,False,False,0,1.0,4.0,0.0,4.0,1,0,0.0,-2.0,0,False,False,0.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,-0.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1.0,1.0
1,1,2,2,5,True,28,16,101001,1.0,0.0,1.0,0.0,0.0,1.0,3,True,False,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,-1.0,-1.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,1.0,0.0,0.0,0.0,0,0.0,0.0,1,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
1,1,3,1,5,True,21,10,111001,1.0,1.0,1.0,0.0,0.0,1.0,3,True,True,False,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,-1.0,-2.0,1,False,False,1.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,2.0,2.0,3.0,0.0,2,3.0,8.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,2,2,5,True,22,11,001111,0.0,0.0,1.0,1.0,1.0,1.0,1,True,False,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,0.0,2.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0
1,2,3,0,5,True,2,11,100011,1.0,0.0,0.0,0.0,1.0,1.0,3,True,False,False,False,20,False,False,False,False,0,2.0,3.0,0.0,6.0,2,0,0.0,1.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,4,6.0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,2,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,2.0
1,1,2,2,5,True,22,16,101101,1.0,0.0,1.0,1.0,0.0,1.0,3,False,False,False,False,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,0.0,0.0,0,False,False,0.0,0.0,False,0.0,2.0,4.0,False,0,3,6.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
1,1,2,2,5,True,21,16,102001,1.0,0.0,2.0,0.0,0.0,1.0,3,True,True,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,-2.0,-2.0,1,False,False,1.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,4.0,2.0,2.0,0.0,3,2.0,6.0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
1,1,1,3,5,True,21,2,002101,0.0,0.0,2.0,1.0,0.0,1.0,2,True,True,False,False,13,True,False,False,False,0,0.0,1.0,3.0,1.0,4,12,-1.0,0.0,1,False,False,0.0,0.0,False,1.0,1.0,1.0,False,4,4,4.0,4,-0.0,0.0,1.0,0.0,4,1.0,4.0,0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0
1,1,2,2,5,True,11,16,100201,1.0,0.0,0.0,2.0,0.0,1.0,1,True,True,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,2.0,2.0,1,False,False,1.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,4.0,2.0,2.0,0.0,3,2.0,6.0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
1,1,2,2,5,True,21,11,002011,0.0,0.0,2.0,0.0,1.0,1.0,2,True,True,False,False,12,False,False,False,False,0,0.0,2.0,4.0,2.0,3,6,-2.0,0.0,1,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,-0.0,0.0,2.0,0.0,3,2.0,6.0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0
1,1,1,3,5,True,22,16,011101,0.0,1.0,1.0,1.0,0.0,1.0,1,True,True,False,False,13,True,False,False,False,0,2.0,2.0,6.0,2.0,4,12,0.0,0.0,1,False,False,2.0,0.0,False,2.0,2.0,2.0,False,4,4,8.0,4,0.0,0.0,2.0,0.0,4,2.0,6.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
1,1,1,3,5,True,22,19,001300,0.0,0.0,1.0,3.0,0.0,0.0,1,True,False,False,False,13,True,False,False,False,0,1.0,0.0,0.0,0.0,4,12,2.0,2.0,0,False,False,0.0,0.0,False,0.0,0.0,0.0,False,4,4,0.0,4,4.0,0.0,0.0,0.0,0,0.0,0.0,2,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
1,1,1,3,5,True,21,19,003100,0.0,0.0,3.0,1.0,0.0,0.0,1,True,False,False,False,13,True,False,False,False,0,3.0,0.0,0.0,0.0,4,12,-2.0,-2.0,0,False,False,0.0,0.0,False,0.0,0.0,0.0,False,4,4,0.0,4,4.0,0.0,0.0,0.0,0,0.0,0.0,2,-1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
1,1,3,1,5,True,21,11,011011,0.0,1.0,1.0,0.0,1.0,1.0,1,True,True,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,-1.0,0.0,1,False,False,2.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-0.0,0.0,3.0,0.0,2,3.0,8.0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,2.0
1,1,3,1,5,True,22,11,101011,1.0,0.0,1.0,0.0,1.0,1.0,1,True,False,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,-1.0,0.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,2.0
1,1,3,1,5,True,22,16,110002,1.0,1.0,0.0,0.0,0.0,2.0,2,True,True,False,False,11,False,False,False,True,0,0.0,4.0,4.0,4.0,2,2,0.0,0.0,1,False,False,0.0,0.0,False,4.0,4.0,12.0,False,2,2,8.0,2,0.0,0.0,4.0,0.0,2,4.0,10.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0
1,1,4,0,5,True,22,16,110011,1.0,1.0,0.0,0.0,1.0,1.0,1,True,False,False,False,10,False,False,False,False,0,2.0,4.0,0.0,4.0,1,0,0.0,0.0,0,False,False,0.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0
1,1,2,2,5,True,30,4,001002,0.0,0.0,1.0,0.0,0.0,2.0,1,True,False,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,-1.0,1.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,-1.0,0.0,0.0,0.0,0,0.0,0.0,2,0.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0
1,1,2,2,5,True,22,10,110200,1.0,1.0,0.0,2.0,0.0,0.0,3,True,False,False,False,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,2.0,0.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,1,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0
1,1,2,2,5,True,22,3,020200,0.0,2.0,0.0,2.0,0.0,0.0,1,False,True,False,False,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,2.0,0.0,1,False,False,2.0,0.0,False,0.0,2.0,4.0,False,0,3,6.0,3,0.0,0.0,2.0,0.0,3,2.0,3.0,2,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0.0
1,2,2,1,5,False,3,11,000111,0.0,0.0,0.0,1.0,1.0,1.0,1,True,False,False,False,21,False,False,False,False,0,0.0,2.0,2.0,4.0,3,3,1.0,3.0,0,False,False,0.0,0.0,False,2.0,0.0,4.0,False,3,6,6.0,0,3.0,0.0,0.0,0.0,0,0.0,0.0,0,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0
1,1,2,2,5,True,22,10,111100,1.0,1.0,1.0,1.0,0.0,0.0,3,True,False,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,0.0,-2.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,-0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0
1,1,2,2,5,False,7,10,111100,1.0,1.0,1.0,1.0,0.0,0.0,3,True,False,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,0.0,-2.0,0,False,False,0.0,0.0,False,2.0,0.0,4.0,False,3,3,6.0,0,-0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0
1,1,3,1,5,True,1,9,020021,0.0,2.0,0.0,0.0,2.0,1.0,1,True,True,False,False,11,False,False,True,True,0,2.0,5.0,5.0,5.0,2,2,0.0,1.0,1,False,False,2.0,0.0,False,5.0,5.0,15.0,False,2,2,10.0,2,0.0,1.0,5.0,1.0,2,5.0,12.0,1,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.0
1,1,4,0,5,True,21,16,110011,1.0,1.0,0.0,0.0,1.0,1.0,1,True,False,True,False,10,False,False,False,False,0,2.0,4.0,0.0,4.0,1,0,0.0,0.0,1,False,False,0.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,0.0,0.0,4.0,0.0,1,0.0,10.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0
1,1,4,0,5,True,22,6,100021,1.0,0.0,0.0,0.0,2.0,1.0,1,True,False,True,False,10,False,False,False,False,0,1.0,4.0,0.0,4.0,1,0,0.0,2.0,1,False,False,0.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,0.0,2.0,4.0,0.0,1,0.0,10.0,1,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,3.0
1,1,2,2,5,True,22,1,011200,0.0,1.0,1.0,2.0,0.0,0.0,1,True,False,False,True,12,False,False,False,False,0,2.0,1.0,2.0,1.0,3,6,1.0,0.0,1,False,False,0.0,2.0,False,1.0,1.0,2.0,False,3,3,3.0,3,0.0,0.0,1.0,0.0,3,0.0,4.0,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
1,2,2,1,5,True,2,11,100011,1.0,0.0,0.0,0.0,1.0,1.0,2,False,False,False,False,21,False,False,False,True,0,0.0,3.0,3.0,6.0,3,3,0.0,1.0,0,False,False,0.0,0.0,False,0.0,3.0,6.0,True,0,6,9.0,3,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,2.0
1,1,2,2,5,True,22,4,000220,0.0,0.0,0.0,2.0,2.0,0.0,1,False,True,False,False,12,False,False,False,False,0,0.0,2.0,4.0,2.0,3,6,2.0,4.0,1,False,False,0.0,0.0,False,0.0,2.0,4.0,False,0,3,6.0,3,8.0,4.0,2.0,0.0,3,2.0,3.0,1,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0
1,1,2,2,5,True,26,11,001011,0.0,0.0,1.0,0.0,1.0,1.0,1,False,False,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,-1.0,1.0,0,False,False,0.0,0.0,False,0.0,2.0,4.0,False,0,3,6.0,3,-1.0,0.0,0.0,0.0,0,0.0,0.0,1,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0
1,1,3,1,5,True,22,6,001021,0.0,0.0,1.0,0.0,2.0,1.0,1,False,True,False,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,-1.0,2.0,1,False,False,1.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,-2.0,2.0,3.0,0.0,2,3.0,4.0,1,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0
1,1,3,1,5,True,21,11,010111,0.0,1.0,0.0,1.0,1.0,1.0,1,False,True,False,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,1.0,2.0,1,False,False,1.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,2.0,2.0,3.0,0.0,2,3.0,4.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,2.0
1,1,3,1,5,True,22,6,010021,0.0,1.0,0.0,0.0,2.0,1.0,1,True,True,False,False,11,False,False,False,True,0,1.0,4.0,4.0,4.0,2,2,0.0,2.0,1,False,False,1.0,0.0,False,4.0,4.0,12.0,False,2,2,8.0,2,0.0,2.0,4.0,2.0,2,4.0,10.0,1,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,3.0
1,1,3,1,5,True,30,10,110010,1.0,1.0,0.0,0.0,1.0,0.0,2,True,False,False,False,11,False,False,False,True,0,0.0,3.0,3.0,3.0,2,2,0.0,-1.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-0.0,0.0,0.0,1.0,0,0.0,0.0,0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,3,1,5,True,22,16,110011,1.0,1.0,0.0,0.0,1.0,1.0,1,True,True,False,False,11,False,False,False,True,0,2.0,4.0,4.0,4.0,2,2,0.0,0.0,1,False,False,2.0,0.0,False,4.0,4.0,12.0,False,2,2,8.0,2,0.0,0.0,4.0,0.0,2,4.0,10.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0
1,1,2,2,5,True,29,10,111000,1.0,1.0,1.0,0.0,0.0,0.0,1,False,False,True,False,12,False,False,False,False,0,3.0,2.0,4.0,2.0,3,6,-1.0,-3.0,1,False,False,0.0,0.0,False,0.0,2.0,4.0,False,0,3,6.0,3,3.0,3.0,2.0,0.0,3,0.0,3.0,3,-1.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0
1,1,2,2,5,True,21,5,211000,2.0,1.0,1.0,0.0,0.0,0.0,1,True,False,False,False,12,False,False,False,False,0,4.0,3.0,6.0,3.0,3,6,-1.0,-4.0,0,False,False,0.0,0.0,False,3.0,3.0,6.0,True,3,3,9.0,3,4.0,0.0,0.0,0.0,0,0.0,0.0,3,-2.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,0.0
1,1,3,1,5,True,21,3,021010,0.0,2.0,1.0,0.0,1.0,0.0,2,False,False,False,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,-1.0,-2.0,0,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,2.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,3,1,5,True,22,4,010120,0.0,1.0,0.0,1.0,2.0,0.0,1,False,False,False,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,1.0,2.0,0,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,2.0,0.0,0.0,0.0,0,0.0,0.0,1,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0
1,1,3,1,5,True,21,6,000121,0.0,0.0,0.0,1.0,2.0,1.0,1,False,False,False,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,1.0,4.0,0,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,4.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0
1,1,3,1,5,True,11,4,011020,0.0,1.0,1.0,0.0,2.0,0.0,2,False,True,False,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,-1.0,0.0,1,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,-0.0,0.0,3.0,0.0,2,3.0,4.0,0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0
1,1,3,1,5,True,11,6,000121,0.0,0.0,0.0,1.0,2.0,1.0,1,False,False,False,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,1.0,4.0,0,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,4.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0
1,1,3,1,5,True,22,19,001300,0.0,0.0,1.0,3.0,0.0,0.0,3,False,False,False,False,11,False,False,False,False,0,3.0,0.0,0.0,0.0,2,2,2.0,2.0,0,False,False,0.0,0.0,False,0.0,0.0,0.0,False,0,2,0.0,2,4.0,0.0,0.0,0.0,0,0.0,0.0,2,-1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
1,1,2,2,5,True,22,10,110200,1.0,1.0,0.0,2.0,0.0,0.0,3,True,False,False,True,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,2.0,0.0,1,False,False,0.0,2.0,False,2.0,2.0,4.0,False,3,3,6.0,3,0.0,0.0,2.0,0.0,3,0.0,6.0,1,-0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0
1,1,3,1,5,True,11,5,121000,1.0,2.0,1.0,0.0,0.0,0.0,3,False,False,False,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,-1.0,-4.0,0,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,4.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.0,0.0
1,1,3,1,5,True,22,10,110101,1.0,1.0,0.0,1.0,0.0,1.0,2,False,True,False,False,11,False,False,False,False,0,0.0,3.0,3.0,3.0,2,2,1.0,0.0,1,False,False,0.0,0.0,False,0.0,3.0,9.0,False,0,2,6.0,2,0.0,0.0,3.0,0.0,2,3.0,4.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,3,1,5,True,11,10,110101,1.0,1.0,0.0,1.0,0.0,1.0,1,True,False,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,1.0,0.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,0,5,0,5,True,1,9,120011,1.0,2.0,0.0,0.0,1.0,1.0,2,True,False,False,False,00,False,True,False,False,0,0.0,5.0,0.0,0.0,0,0,0.0,-1.0,0,False,False,0.0,0.0,False,5.0,5.0,25.0,False,0,0,0.0,0,-0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0
1,1,3,1,5,True,11,10,111001,1.0,1.0,1.0,0.0,0.0,1.0,3,True,False,False,True,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,-1.0,-2.0,1,False,False,0.0,1.0,False,3.0,3.0,9.0,False,2,2,6.0,2,2.0,2.0,3.0,0.0,2,0.0,8.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,2,2,5,True,21,16,101101,1.0,0.0,1.0,1.0,0.0,1.0,2,True,False,False,False,12,False,False,False,False,0,0.0,2.0,4.0,2.0,3,6,0.0,0.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
1,1,3,1,5,True,11,11,101011,1.0,0.0,1.0,0.0,1.0,1.0,1,True,False,False,False,11,False,False,False,False,0,2.0,3.0,3.0,3.0,2,2,-1.0,0.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2.0,2.0
1,2,3,0,5,True,2,10,110001,1.0,1.0,0.0,0.0,0.0,1.0,1,True,False,False,False,20,False,False,False,False,0,2.0,3.0,0.0,6.0,2,0,0.0,-1.0,0,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,4,6.0,2,-0.0,0.0,0.0,0.0,0,0.0,0.0,2,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,3,1,5,True,22,10,111001,1.0,1.0,1.0,0.0,0.0,1.0,3,True,False,True,False,11,False,False,False,False,0,1.0,3.0,3.0,3.0,2,2,-1.0,-2.0,1,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,2.0,2.0,3.0,0.0,2,0.0,8.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,3,1,5,False,7,16,110011,1.0,1.0,0.0,0.0,1.0,1.0,1,True,False,False,False,11,False,False,False,True,0,2.0,4.0,4.0,4.0,2,2,0.0,0.0,0,False,False,0.0,0.0,False,4.0,0.0,12.0,False,2,2,8.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0
1,1,4,0,5,True,21,16,110011,1.0,1.0,0.0,0.0,1.0,1.0,2,True,False,False,False,10,False,False,False,False,0,0.0,4.0,0.0,4.0,1,0,0.0,0.0,0,False,False,0.0,0.0,False,4.0,4.0,16.0,False,1,1,4.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0
1,1,3,1,5,True,29,10,110001,1.0,1.0,0.0,0.0,0.0,1.0,1,True,False,True,False,11,False,False,False,True,0,2.0,3.0,3.0,3.0,2,2,0.0,-1.0,1,False,False,0.0,0.0,False,3.0,3.0,9.0,False,2,2,6.0,2,-0.0,1.0,3.0,1.0,2,0.0,8.0,2,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0
1,1,2,2,5,True,11,11,000211,0.0,0.0,0.0,2.0,1.0,1.0,1,True,False,False,False,12,False,False,False,False,0,0.0,2.0,4.0,2.0,3,6,2.0,4.0,0,False,False,0.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,8.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,2.0
1,1,2,2,5,True,11,16,102001,1.0,0.0,2.0,0.0,0.0,1.0,3,True,True,False,False,12,False,False,False,False,0,1.0,2.0,4.0,2.0,3,6,-2.0,-2.0,1,False,False,1.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,4.0,2.0,2.0,0.0,3,2.0,6.0,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0
1,1,2,2,5,True,11,10,110200,1.0,1.0,0.0,2.0,0.0,0.0,3,True,True,False,False,12,False,False,False,False,0,2.0,2.0,4.0,2.0,3,6,2.0,0.0,1,False,False,2.0,0.0,False,2.0,2.0,4.0,False,3,3,6.0,3,0.0,0.0,2.0,0.0,3,2.0,6.0,1,-0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0
1,1,1,3,5,True,11,1,011200,0.0,1.0,1.0,2.0,0.0,0.0,1,True,True,False,False,13,True,False,False,False,0,2.0,1.0,3.0,1.0,4,12,1.0,0.0,1,False,False,2.0,0.0,False,1.0,1.0,1.0,False,4,4,4.0,4,0.0,0.0,1.0,0.0,4,1.0,4.0,2,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
